,0,1
1385,PPG,TMO
1386,PPL,DGX
1387,PPL,ROL
1388,PPL,TMO
1389,PPL,WMB
1390,PG,V
1391,PLD,RMD
1392,PRU,TDY
1393,PEG,DGX
1394,PEG,ROK
1395,PEG,SPG
1396,PEG,TMO
1397,PEG,UHS
1398,PEG,V
1399,PEG,WAT
1400,PSA,RMD
1401,PHM,DGX
1402,PHM,ROL
1403,PHM,SRE
1404,PHM,SPG
1405,PHM,TRGP
1406,PHM,UNH
1407,PHM,VLO
1408,PHM,WMB
1409,PHM,YUM
1410,PWR,SHW
1411,DGX,O
1412,DGX,SHW
1413,DGX,SO
1414,DGX,TPR
1415,DGX,V
1416,DGX,WAB
1417,DGX,YUM
1418,RL,STT
1419,RTX,YUM
1420,RF,ROK
1421,RF,TPR
1422,RF,VMC
1423,RMD,ROK
1424,RMD,SRE
1425,ROK,VMC
1426,ROL,SPGI
1427,ROL,SHW
1428,ROL,SNA
1429,ROL,TEL
1430,ROL,TT
1431,ROL,XYL
1432,ROP,SO
1433,ROP,TMO
1434,SPGI,SRE
1435,SPGI,TMO
1436,SPGI,UPS
1437,SRE,SYY
1438,SRE,TMO
1439,SRE,V
1440,SRE,WM
1441,NOW,ZTS
1442,SHW,UNH
1443,SHW,WMB
1444,SPG,TMO
1445,SPG,WMB
1446,SO,SYY
1447,SO,UHS
1448,SO,WAT
1449,SYF,UNH
1450,SYY,WEC
1451,TPR,TDG
1452,TRGP,TMO
1453,TRGP,VMC
1454,TRGP,WFC
1455,TEL,UNH
1456,TXT,VMC
1457,TMO,TDG
1458,TMO,TYL
1459,TMO,UPS
1460,TMO,VLO
1461,TMO,V
1462,TMO,WAT
1463,TMO,WEC
1464,TMO,WHR
1465,TMO,WMB
1466,TMO,YUM
1467,TT,UNH
1468,TDG,VMC
1469,TYL,VLO
1470,USB,WHR
1471,URI,WAB
1472,UNH,WHR
1473,UNH,XYL
1474,VLO,ZTS
1475,VMC,WMB
1476,WFC,WMB
1477,WMB,YUM
