Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-28 00:00:00-05:00,144.9187329576504,146.41644620245273,143.16142156853874,144.00013732910156,69246000,0.0,0.0
2022-11-29 00:00:00-05:00,144.07002697444088,144.58923851402218,140.13604619898288,140.9547882080078,83763800,0.0,0.0
2022-11-30 00:00:00-05:00,141.1844241065441,148.49327179491166,140.33572910591766,147.8043212890625,111380900,0.0,0.0
2022-12-01 00:00:00-05:00,147.98405441772488,148.9026500113426,146.3864875898084,148.08389282226562,71250400,0.0,0.0
2022-12-02 00:00:00-05:00,145.73748529631726,147.7743685373902,145.42794510491697,147.58465576171875,65447400,0.0,0.0
2022-12-05 00:00:00-05:00,147.54472505394742,150.68991670273059,145.5477741060148,146.40646362304688,68826400,0.0,0.0
2022-12-06 00:00:00-05:00,146.84580044654479,147.07544554770604,141.70364243300787,142.692138671875,64727200,0.0,0.0
2022-12-07 00:00:00-05:00,141.97323784331442,143.1514316539594,139.7865739980885,140.7251434326172,69721100,0.0,0.0
2022-12-08 00:00:00-05:00,142.14297444003518,143.3012096900115,140.8849007802157,142.43252563476562,62128300,0.0,0.0
2022-12-09 00:00:00-05:00,142.12300136097016,145.34808824881955,140.68519417953706,141.9432830810547,76097000,0.0,0.0
2022-12-12 00:00:00-05:00,142.48244994808528,144.2797088844082,140.84495074733036,144.2697296142578,70462700,0.0,0.0
2022-12-13 00:00:00-05:00,149.2720849650318,149.74136966169044,144.02010940021566,145.24822998046875,93886200,0.0,0.0
2022-12-14 00:00:00-05:00,145.1284209340085,146.43642140956896,140.94480612495332,142.99168395996094,82291200,0.0,0.0
2022-12-15 00:00:00-05:00,140.8948731264304,141.5838236332574,135.8226159485364,136.29190063476562,98931900,0.0,0.0
2022-12-16 00:00:00-05:00,136.48161611453304,137.4401440456549,133.52612198326594,134.304931640625,160156900,0.0,0.0
2022-12-19 00:00:00-05:00,134.90402599847008,134.99388513733263,131.1198105407187,132.16819763183594,79592600,0.0,0.0
2022-12-20 00:00:00-05:00,131.18969601172026,133.04686106071304,129.69198275400117,132.0983123779297,77432800,0.0,0.0
2022-12-21 00:00:00-05:00,132.77726411897868,136.60142700841098,132.5476190261614,135.24349975585938,85928000,0.0,0.0
2022-12-22 00:00:00-05:00,134.14519029767675,134.35486162199837,130.10136145210436,132.02841186523438,77852100,0.0,0.0
2022-12-23 00:00:00-05:00,130.7204119064058,132.21812517101014,129.44236447278556,131.6589813232422,63814900,0.0,0.0
2022-12-27 00:00:00-05:00,131.17971990929533,131.20967295633088,128.52377134494225,129.83177185058594,69007800,0.0,0.0
2022-12-28 00:00:00-05:00,129.4723179852512,130.83024529280124,125.67811560525497,125.84785461425781,85438400,0.0,0.0
2022-12-29 00:00:00-05:00,127.79488144356102,130.28108338985564,127.53528328955181,129.41241455078125,75703700,0.0,0.0
2022-12-30 00:00:00-05:00,128.21424649852997,129.75189211151405,127.23573712704906,129.73191833496094,76960600,0.0,0.0
2023-01-03 00:00:00-05:00,130.0813821153808,130.70043202714172,123.98069642634582,124.87932586669922,112117500,0.0,0.0
2023-01-04 00:00:00-05:00,126.6965568291842,128.46386274747897,124.88931859412936,126.16736602783203,89113600,0.0,0.0
2023-01-05 00:00:00-05:00,126.93618294652792,127.5752066338182,124.56980097313728,124.82939910888672,80962700,0.0,0.0
2023-01-06 00:00:00-05:00,125.81790413062512,130.09137057812316,124.6996087905207,129.42239379882812,87686600,0.0,0.0
2023-01-09 00:00:00-05:00,130.2711033442867,133.20662383400455,129.6919857098399,129.9515838623047,70790800,0.0,0.0
2023-01-10 00:00:00-05:00,130.06141596956084,131.05989149124323,127.92467896258157,130.53070068359375,63896200,0.0,0.0
2023-01-11 00:00:00-05:00,131.04990843469568,133.30645756371482,130.26111949898726,133.2864990234375,69458900,0.0,0.0
2023-01-12 00:00:00-05:00,133.67590396354706,134.05531429097095,131.23962132138743,133.2066192626953,71379600,0.0,0.0
2023-01-13 00:00:00-05:00,131.82871637703568,134.7143099041903,131.45928532488415,134.55455017089844,57758000,0.0,0.0
2023-01-17 00:00:00-05:00,134.6244491893705,137.08069030895024,133.9255194088204,135.73275756835938,63646600,0.0,0.0
2023-01-18 00:00:00-05:00,136.61142185723642,138.3986862545701,134.82414222437606,135.00387573242188,69672800,0.0,0.0
2023-01-19 00:00:00-05:00,133.87559348561894,136.0422834376098,133.56606852612407,135.06378173828125,58280400,0.0,0.0
2023-01-20 00:00:00-05:00,135.07375754109984,137.80958575653864,134.01537600269344,137.65980529785156,79972200,0.0,0.0
2023-01-23 00:00:00-05:00,137.90943489209988,143.10151982010217,137.68976905735235,140.89488220214844,81760300,0.0,0.0
2023-01-24 00:00:00-05:00,140.09609676574968,142.94175807149068,140.08611749541132,142.31271362304688,66435100,0.0,0.0
2023-01-25 00:00:00-05:00,140.67521532029858,142.21286091655844,138.5983844116618,141.64373779296875,65799300,0.0,0.0
2023-01-26 00:00:00-05:00,142.95173537461514,144.03009074188174,141.68366722483955,143.74053955078125,54105100,0.0,0.0
2023-01-27 00:00:00-05:00,142.94175342031997,147.0055407027821,142.86187355363052,145.70751953125,70492800,0.0,0.0
2023-01-30 00:00:00-05:00,144.73901638047855,145.32811327382328,142.63223244863647,142.78199768066406,64015300,0.0,0.0
2023-01-31 00:00:00-05:00,142.4824502012381,144.1199494049024,142.06309232127214,144.0700225830078,65874500,0.0,0.0
2023-02-01 00:00:00-05:00,143.75051679449606,146.38649146547874,141.10456285345305,145.20828247070312,77663600,0.0,0.0
2023-02-02 00:00:00-05:00,148.6730014512102,150.9495244580467,147.9441185747257,150.590087890625,118339000,0.0,0.0
2023-02-03 00:00:00-05:00,147.80432760381535,157.14007965824945,147.60463555016733,154.26446533203125,154279900,0.0,0.0
2023-02-06 00:00:00-05:00,152.33741876747337,152.86660957898343,150.55013903872793,151.49868774414062,69858300,0.0,0.0
2023-02-07 00:00:00-05:00,150.4103490669821,154.99334796631518,150.4103490669821,154.4142303466797,83322600,0.0,0.0
2023-02-08 00:00:00-05:00,153.645419005558,154.3443488275137,150.93954362313198,151.6884002685547,64120100,0.0,0.0
2023-02-09 00:00:00-05:00,153.54556685880317,154.09473145125077,150.19068844511045,150.63999938964844,56007100,0.0,0.0
