Date,Close
2022-01-03 00:00:00-05:00,4.850554914843317
2022-01-04 00:00:00-05:00,4.873783430145679
2022-01-05 00:00:00-05:00,4.850168449669077
2022-01-06 00:00:00-05:00,4.840532846375061
2022-01-07 00:00:00-05:00,4.829225308999233
2022-01-10 00:00:00-05:00,4.816989298121711
2022-01-11 00:00:00-05:00,4.836934552121454
2022-01-12 00:00:00-05:00,4.836699438297593
2022-01-13 00:00:00-05:00,4.8251896607929154
2022-01-14 00:00:00-05:00,4.8119401849402434
2022-01-18 00:00:00-05:00,4.8073498561778285
2022-01-19 00:00:00-05:00,4.799570849670479
2022-01-20 00:00:00-05:00,4.781678126026296
2022-01-21 00:00:00-05:00,4.786057724040651
2022-01-24 00:00:00-05:00,4.804601773174577
2022-01-25 00:00:00-05:00,4.781098196410144
2022-01-26 00:00:00-05:00,4.778692307316999
2022-01-27 00:00:00-05:00,4.779688549757853
2022-01-28 00:00:00-05:00,4.78548039316751
2022-01-31 00:00:00-05:00,4.797942680833112
2022-02-01 00:00:00-05:00,4.775447519121254
2022-02-02 00:00:00-05:00,4.776946427017747
2022-02-03 00:00:00-05:00,4.742493855456011
2022-02-04 00:00:00-05:00,4.76917797774108
2022-02-07 00:00:00-05:00,4.7792736334532835
2022-02-08 00:00:00-05:00,4.789679112131525
2022-02-09 00:00:00-05:00,4.817708567455083
2022-02-10 00:00:00-05:00,4.781181182913368
2022-02-11 00:00:00-05:00,4.765986376517701
2022-02-14 00:00:00-05:00,4.761433218014268
2022-02-15 00:00:00-05:00,4.750898657559368
2022-02-16 00:00:00-05:00,4.734972778198221
2022-02-17 00:00:00-05:00,4.72931632978881
2022-02-18 00:00:00-05:00,4.725293958713347
2022-02-22 00:00:00-05:00,4.719846730486417
2022-02-23 00:00:00-05:00,4.684428143217355
2022-02-24 00:00:00-05:00,4.703772503787108
2022-02-25 00:00:00-05:00,4.733757076021807
2022-02-28 00:00:00-05:00,4.728705282843517
2022-03-01 00:00:00-05:00,4.729665331905702
2022-03-02 00:00:00-05:00,4.753287205631496
2022-03-03 00:00:00-05:00,4.756179777042899
2022-03-04 00:00:00-05:00,4.7526053170706515
2022-03-07 00:00:00-05:00,4.7305373719882144
2022-03-08 00:00:00-05:00,4.701352441367664
2022-03-09 00:00:00-05:00,4.7288799057881885
2022-03-10 00:00:00-05:00,4.714458311729499
2022-03-11 00:00:00-05:00,4.700274905899691
2022-03-14 00:00:00-04:00,4.706008161258026
2022-03-15 00:00:00-04:00,4.731937737027528
2022-03-16 00:00:00-04:00,4.7490010538270395
2022-03-17 00:00:00-04:00,4.760528218598182
2022-03-18 00:00:00-04:00,4.76349522905533
2022-03-21 00:00:00-04:00,4.755933285422087
2022-03-22 00:00:00-04:00,4.7578078373479915
2022-03-23 00:00:00-04:00,4.720692774878392
2022-03-24 00:00:00-04:00,4.715377738555713
2022-03-25 00:00:00-04:00,4.712798757544339
2022-03-28 00:00:00-04:00,4.723251571231033
2022-03-29 00:00:00-04:00,4.736991724548028
2022-03-30 00:00:00-04:00,4.722105219505642
2022-03-31 00:00:00-04:00,4.690103236692769
2022-04-01 00:00:00-04:00,4.705828808115347
2022-04-04 00:00:00-04:00,4.703854143186479
2022-04-05 00:00:00-04:00,4.693286388122884
2022-04-06 00:00:00-04:00,4.664173333654413
2022-04-07 00:00:00-04:00,4.677914100666081
2022-04-08 00:00:00-04:00,4.661646019307391
2022-04-11 00:00:00-04:00,4.65995763572733
2022-04-12 00:00:00-04:00,4.6531753770844455
2022-04-13 00:00:00-04:00,4.675513839500926
2022-04-14 00:00:00-04:00,4.668464365787264
2022-04-18 00:00:00-04:00,4.6607083643440275
2022-04-19 00:00:00-04:00,4.6856297473084405
2022-04-20 00:00:00-04:00,4.715377738555713
2022-04-21 00:00:00-04:00,4.7109269854198175
2022-04-22 00:00:00-04:00,4.732287034987882
2022-04-25 00:00:00-04:00,4.734119219095755
2022-04-26 00:00:00-04:00,4.729838844378525
2022-04-27 00:00:00-04:00,4.745387466363402
2022-04-28 00:00:00-04:00,4.772427585083266
2022-04-29 00:00:00-04:00,4.729926330128052
2022-05-02 00:00:00-04:00,4.734642180042759
2022-05-03 00:00:00-04:00,4.740029222446596
2022-05-04 00:00:00-04:00,4.76620020319303
2022-05-05 00:00:00-04:00,4.725715922053173
2022-05-06 00:00:00-04:00,4.715200126521363
2022-05-09 00:00:00-04:00,4.726506674409315
2022-05-10 00:00:00-04:00,4.698539021153775
2022-05-11 00:00:00-04:00,4.679296283239132
2022-05-12 00:00:00-04:00,4.7027754263253225
2022-05-13 00:00:00-04:00,4.71706385657991
2022-05-16 00:00:00-04:00,4.707889154306298
2022-05-17 00:00:00-04:00,4.724836484084382
2022-05-18 00:00:00-04:00,4.684439631467677
2022-05-19 00:00:00-04:00,4.681228078364475
2022-05-20 00:00:00-04:00,4.683706444783483
2022-05-23 00:00:00-04:00,4.6784672880500695
2022-05-24 00:00:00-04:00,4.673848727886616
2022-05-25 00:00:00-04:00,4.674681559097549
2022-05-26 00:00:00-04:00,4.699171137322744
2022-05-27 00:00:00-04:00,4.723780109496174
2022-05-31 00:00:00-04:00,4.706993891144325
2022-06-01 00:00:00-04:00,4.708694123896048
2022-06-02 00:00:00-04:00,4.728787811155023
2022-06-03 00:00:00-04:00,4.705111211771334
2022-06-06 00:00:00-04:00,4.710837752889531
2022-06-07 00:00:00-04:00,4.72219352016694
2022-06-08 00:00:00-04:00,4.696278295497685
2022-06-09 00:00:00-04:00,4.67865147408444
2022-06-10 00:00:00-04:00,4.665574626167431
2022-06-13 00:00:00-04:00,4.627518312110766
2022-06-14 00:00:00-04:00,4.609415085150631
2022-06-15 00:00:00-04:00,4.607728175579398
2022-06-16 00:00:00-04:00,4.563876647304617
2022-06-17 00:00:00-04:00,4.556586470996064
2022-06-21 00:00:00-04:00,4.550400364368544
2022-06-22 00:00:00-04:00,4.554284218299725
2022-06-23 00:00:00-04:00,4.568431978465854
2022-06-24 00:00:00-04:00,4.596843839408247
2022-06-27 00:00:00-04:00,4.593222802384824
2022-06-28 00:00:00-04:00,4.584722529538337
2022-06-29 00:00:00-04:00,4.5846208260990915
2022-06-30 00:00:00-04:00,4.579628244314004
2022-07-01 00:00:00-04:00,4.596944230429435
2022-07-05 00:00:00-04:00,4.604943567294437
2022-07-06 00:00:00-04:00,4.607827479890005
2022-07-07 00:00:00-04:00,4.610901260041305
